student buy car yesterday punct ; the student bought a car yesterday.
student buy car yesterday qm ; did the student buy a car yesterday?
teacher buy house yesterday qm ; did the teacher buy a house yesterday?
mother buy book yesterday ; mother bought a book yesterday.
mother buy one book yesterday ; mother bought one book yesterday.
mother buy one book yesterday ; mother bought one book yesterday.
teacher neu:give:i student one book ; the teacher gave the student one book.
teacher gift-3p-pl-arc student book one-distributive-3p-pl-arc ; the teacher gave each of the students one book.
student ix-loc-arc pcl:crvd-5group-together pitch-in gift:j teacher book ; the students contributed money to buy the teacher a book.
student each ix-loc-arc gift-distributive:i teacher book ; each of the students gave the teacher a book.
teacher gift-distributive-3p-pl-arc book student ; the teacher gave each student a book.
student book alt.give-recip ; the students exchanged books.
john buy book how-many ; how many books did john buy?
john want buy book how-many ; how many books does john want to buy?
teacher like movie ; the teacher likes movies.
teacher like movie ix-3p:i student not like ; the teacher liked the movie but the student didn't.
teacher not like movie ix-loc:i ; the teacher doesn't like the movie.
teacher like book punct movie punct not ; the teacher likes books, but doesn't like movies.
teacher ix-3p:i like movie ix-3p:i ; the teacher, does she like movies?
teacher watch movie like part:indef punct ; did the teacher like the movie that she saw?
mother buy car gift:j john punct ; mother bought a car and gave it to john.
john buy car yesterday gift:j mother; john bought a car yesterday and gave it to mother.
mary buy poss:i mother car gift:k john ; mary bought her mother's car and gave it to john.
john buy mother car not ; did john buy mother's car? no, he did not.
mother buy car for john no punct ; did mother buy a car for john? no, she did not.
